DOCTOR ZAMENHOF;-0.39194576247965784; 3.947.579.768.321.830,00 
HERMANOS VILLALONGA;-0.35706124757285257; 3.948.562.322.239.870,00 
ALBORAYA;-0.3703047257784333; 39.482.726.785.211.300,00 
ENRIQUE NAVARRO;-0.3585764685175707; 3.948.492.465.215.440,00 
PADRE SIMO;-0.42335770385140536; 39.503.885.539.963.900,00 
LEANDRO DE SARALEGUI;-0.34838297537359936; 39.475.145.737.551.000,00 
ARTURO PIERA;-0.3944853845504583; 3.947.020.765.430.220,00 
EMILIO BARO;-0.359165328265793; 3.949.133.405.187.080,00 
CONCHITA PIQUER;-0.3917759510453894; 3.948.688.320.644.020,00 
CAMP DE TURIA;-0.40041898984300067; 3.949.576.900.576.460,00 
POETA MAS Y ROS;-0.34780454536952005; 3.947.033.447.477.760,00 
JOSE BALLESTER GOZALVO;-0.3246710770171336; 3.947.687.553.630.840,00 
LEONES;-0.3472372137602763; 39.468.675.850.650.800,00 
DOCTOR WAKSMAN;-0.37456263843989485; 39.456.810.440.077.700,00 
VALLADOLID;-0.3582326160093978; 3.948.867.530.440.690,00 
TIRSO DE MOLINA;-0.39264194047879425; 39.478.479.760.491.300,00 
MU-OZ SECA;-0.3621025429273164; 3.947.266.197.699.570,00 
BLASCO IBArEZ;-0.36331034441709936; 3.947.812.389.360.040,00 
BUEN ORDEN;-0.3865667279390282; 3.946.679.586.149.340,00 
VIVES LIERN;-0.38055181689015755; 39.464.765.042.832.500,00 
AZCARRAGA;-0.39153897134935867; 3.947.405.789.692.060,00 
LUIS SANTANGEL;-0.36683992099419815; 394.616.749.424.052,00 
MOSSEN FENOLLAR;-0.38892119100095973; 394.612.552.881.762,00 
ALEJANDRO VOLTA;-0.4157365944200363; 3.946.789.559.492.610,00 
CORTS VALENCIANES;-0.40013414064663033; 39.490.722.658.310.600,00 
DOCTOR RAFAEL BARTUAL;-0.40415097204330164; 3.945.371.705.291.380,00 
MASQUEFA;-0.3589595538164966; 3.948.948.657.235.030,00 
SANTA MARIA MICAELA;-0.3929653594792501; 3.947.173.810.855.400,00 
LLANTERNERS;-0.4088983222071277; 3.946.264.315.244.220,00 
MUSICO MAGENTI;-0.35920246981972864; 3.948.315.023.718.530,00 
OLIVERETA;-0.39621374292777767; 39.472.395.680.849.600,00 
BURJASOT;-0.3998846104664979; 3.949.839.404.077.200,00 
BRASIL;-0.39607827734514606; 3.947.112.809.513.310,00 
ALAMEDA;-0.35107521023055976; 394.584.704.909.588,00 
BLASCO IBArEZ;-0.36396731843602476; 3.947.912.834.887.690,00 
MARQUES DEL TURIA;-0.36793267365884136; 3.946.742.612.595.500,00 
ALBACETE;-0.3825542278741507; 3.946.534.943.553.920,00 
JOSE BALLESTER GOZALVO;-0.32476786367907984; 3.948.113.937.281.660,00 
